"Journal Data Filtered By:  Selected Categories: INFECTIOUS DISEASES Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"GERMS","2248-2997","2248-2997","INFECTIOUS DISEASES - ESCI","276","n/a","n/a","0.65","0"%,
"Mediterranean Journal of Infection Microbes and Antimicrobials","2147-673X","2147-673X","INFECTIOUS DISEASES - ESCI","31","n/a","n/a","0.06","100"%,
"Lancet Microbe","2666-5247","2666-5247","INFECTIOUS DISEASES - ESCI","670","n/a","n/a","n/a","100"%,
"HIV & AIDS Review","1730-1270","1732-2707","INFECTIOUS DISEASES - ESCI","79","n/a","n/a","0.05","100"%,
"Infektsiya i Immunitet","2220-7619","2313-7398","INFECTIOUS DISEASES - ESCI","84","n/a","n/a","0.05","100"%,
"Infection and Chemotherapy","2093-2340","2092-6448","INFECTIOUS DISEASES - ESCI","974","n/a","n/a","0.45","100"%,
"Infectious Disease Reports","2036-7430","2036-7449","INFECTIOUS DISEASES - ESCI","383","n/a","n/a","0.34","100"%,
"AIDS Research and Treatment","2090-1240","2090-1259","INFECTIOUS DISEASES - ESCI","536","n/a","n/a","0.4","100"%,
"Infectious Disease Modelling","N/A","2468-0427","INFECTIOUS DISEASES - ESCI","784","n/a","n/a","0.43","100"%,
"Current Fungal Infection Reports","1936-3761","1936-377X","INFECTIOUS DISEASES - ESCI","458","n/a","n/a","0.38","2.91"%,
"Current Tropical Medicine Reports","N/A","2196-3045","INFECTIOUS DISEASES - ESCI","430","n/a","n/a","0.33","10"%,
"Communicable Diseases Intelligence","0725-3141","1445-4866","INFECTIOUS DISEASES - ESCI","732","n/a","n/a","0.32","0"%,
"Case Reports in Infectious Diseases","2090-6625","2090-6633","INFECTIOUS DISEASES - ESCI","587","n/a","n/a","0.2","100"%,
"HIV AIDS-Research and Palliative Care","1179-1373","1179-1373","INFECTIOUS DISEASES - ESCI","638","n/a","n/a","0.45","100"%,
"Journal of Global Infectious Diseases","0974-777X","0974-8245","INFECTIOUS DISEASES - ESCI","1,037","n/a","n/a","0.48","100"%,
"Archives of Clinical Infectious Diseases","2345-2641","2008-1081","INFECTIOUS DISEASES - ESCI","395","n/a","n/a","0.17","95.02"%,
"INFECTIOUS DISEASES IN CLINICAL PRACTICE","1056-9103","1536-9943","INFECTIOUS DISEASES - ESCI","395","n/a","n/a","0.06","0.72"%,
"Tropical Medicine and Infectious Disease","N/A","2414-6366","INFECTIOUS DISEASES - ESCI","1,050","n/a","n/a","0.6","100"%,
"International Journal of Mycobacteriology","2212-5531","2212-554X","INFECTIOUS DISEASES - ESCI","819","n/a","n/a","0.31","100"%,
"Therapeutic Advances in Infectious Disease","2049-9361","2049-937X","INFECTIOUS DISEASES - ESCI","488","n/a","n/a","0.65","77.78"%,
"Tropical Diseases Travel Medicine and Vaccines","2055-0936","2055-0936","INFECTIOUS DISEASES - ESCI","212","n/a","n/a","0.73","100"%,
"Revista de Epidemiologia e Controle de Infeccao","2238-3360","2238-3360","INFECTIOUS DISEASES - ESCI","57","n/a","n/a","0.02","100"%,
"Southern African Journal of Infectious Diseases","2312-0053","2313-1810","INFECTIOUS DISEASES - ESCI","154","n/a","n/a","0.21","100"%,
"Current Treatment Options in Infectious Diseases","N/A","1534-6250","INFECTIOUS DISEASES - ESCI","63","n/a","n/a","0.16","5.83"%,
"Indian Journal of Sexually Transmitted Diseases and AIDS","2589-0557","2589-0565","INFECTIOUS DISEASES - ESCI","246","n/a","n/a","0.13","0"%,
"IDCases","2214-2509","2214-2509","INFECTIOUS DISEASES - ESCI","901","n/a","n/a","0.25","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
