"Journal Data Filtered By:  Selected Categories: RESPIRATORY SYSTEM Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Breathe","1810-6838","2073-4735","RESPIRATORY SYSTEM - ESCI","795","n/a","n/a","0.62","100"%,
"Clinical Medicine Insights-Circulatory Respiratory and Pulmonary Medicine","1179-5484","1179-5484","RESPIRATORY SYSTEM - ESCI","177","n/a","n/a","0.23","100"%,
"Pneumonia","2200-6133","2200-6133","RESPIRATORY SYSTEM - ESCI","278","n/a","n/a","0.66","100"%,
"Lung India","0970-2113","0974-598X","RESPIRATORY SYSTEM - ESCI","1,344","n/a","n/a","0.32","100"%,
"PNEUMOLOGE","1613-5636","1613-6055","RESPIRATORY SYSTEM - ESCI","38","n/a","n/a","0.04","6.21"%,
"PNEUMOLOGIE","0934-8387","1438-8790","RESPIRATORY SYSTEM - ESCI","831","n/a","n/a","0.3","1.67"%,
"ERJ Open Research","N/A","2312-0541","RESPIRATORY SYSTEM - ESCI","1,438","n/a","n/a","0.7","99.79"%,
"Pulmonary Medicine","2090-1836","2090-1844","RESPIRATORY SYSTEM - ESCI","585","n/a","n/a","0.34","100"%,
"Minerva Pneumologica","0026-4954","1827-1723","RESPIRATORY SYSTEM - ESCI","40","n/a","n/a","0.09","0"%,
"Public Health Action","2220-8372","2220-8372","RESPIRATORY SYSTEM - ESCI","516","n/a","n/a","0.32","0.86"%,
"Lung Cancer Management","1758-1966","1758-1974","RESPIRATORY SYSTEM - ESCI","121","n/a","n/a","0.3","92"%,
"Life Span and Disability","1721-0151","2035-5963","RESPIRATORY SYSTEM - ESCI","126","n/a","n/a","0.29","100"%,
"Respirology Case Reports","2051-3380","2051-3380","RESPIRATORY SYSTEM - ESCI","406","n/a","n/a","0.24","100"%,
"Turkish Thoracic Journal","N/A","2149-2530","RESPIRATORY SYSTEM - ESCI","258","n/a","n/a","0.25","0"%,
"Respiratory Investigation","2212-5345","2212-5353","RESPIRATORY SYSTEM - ESCI","1,143","n/a","n/a","0.57","0.49"%,
"Current Pulmonology Reports","N/A","2199-2428","RESPIRATORY SYSTEM - ESCI","116","n/a","n/a","0.15","5.97"%,
"BMJ Open Respiratory Research","2052-4439","2052-4439","RESPIRATORY SYSTEM - ESCI","1,096","n/a","n/a","0.86","98.37"%,
"Eurasian Journal of Pulmonology","2148-3620","2148-5402","RESPIRATORY SYSTEM - ESCI","85","n/a","n/a","0.05","100"%,
"Advances in Respiratory Medicine","2451-4934","2543-6031","RESPIRATORY SYSTEM - ESCI","196","n/a","n/a","0.25","0"%,
"Respiratory Medicine Case Reports","2213-0071","2213-0071","RESPIRATORY SYSTEM - ESCI","1,066","n/a","n/a","0.28","100"%,
"Indian Journal of Respiratory Care","2277-9019","2321-4899","RESPIRATORY SYSTEM - ESCI","28","n/a","n/a","0.06","100"%,
"Monaldi Archives for Chest Disease","1122-0643","2532-5264","RESPIRATORY SYSTEM - ESCI","980","n/a","n/a","0.19","100"%,
"Current Respiratory Medicine Reviews","1573-398X","1875-6387","RESPIRATORY SYSTEM - ESCI","155","n/a","n/a","0.08","0"%,
"European Clinical Respiratory Journal","2001-8525","2001-8525","RESPIRATORY SYSTEM - ESCI","367","n/a","n/a","0.46","100"%,
"Tuberculosis and Respiratory Diseases","1738-3536","2005-6184","RESPIRATORY SYSTEM - ESCI","1,048","n/a","n/a","0.65","100"%,
"Multidisciplinary Respiratory Medicine","1828-695X","2049-6958","RESPIRATORY SYSTEM - ESCI","966","n/a","n/a","0.6","100"%,
"African Journal of Respiratory Medicine","1747-5597","2053-2512","RESPIRATORY SYSTEM - ESCI","24","n/a","n/a","0.04","0"%,
"Tuberkuloz ve Torak-Tuberculosis and Thorax","0494-1373","0494-1373","RESPIRATORY SYSTEM - ESCI","340","n/a","n/a","0.11","0"%,
"Egyptian Journal of Chest Diseases and Tuberculosis","0422-7638","2090-9950","RESPIRATORY SYSTEM - ESCI","552","n/a","n/a","0.1","100"%,
"Journal of Bronchology & Interventional Pulmonology","1944-6586","1948-8270","RESPIRATORY SYSTEM - ESCI","1,015","n/a","n/a","0.6","3.05"%,
"Canadian Journal of Respiratory Critical Care and Sleep Medicine","2474-5332","2474-5340","RESPIRATORY SYSTEM - ESCI","131","n/a","n/a","0.21","1.35"%,
"Pneumon","1105-848X","1791-4914","RESPIRATORY SYSTEM - ESCI","62","n/a","n/a","0.03","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
