"Journal Data Filtered By:  Selected Categories: SURGERY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Chirurgia","1221-9118","1842-368X","SURGERY - ESCI","775","n/a","n/a","0.27","0"%,
"Kardiochirurgia i Torakochirurgia Polska-Polish Journal of Thoracic and Cardiovascular Surgery","1731-5530","1897-4252","SURGERY - ESCI","299","n/a","n/a","0.23","100"%,
"JBJS Reviews","2329-9185","2329-9185","SURGERY - ESCI","945","n/a","n/a","0.48","0.93"%,
"Chirurgia-Italy","0394-9508","1827-1782","SURGERY - ESCI","36","n/a","n/a","0.02","0"%,
"Surgery Journal","2378-5128","2378-5136","SURGERY - ESCI","210","n/a","n/a","0.35","100"%,
"Surgical Practice","1744-1625","1744-1633","SURGERY - ESCI","71","n/a","n/a","0.05","3.26"%,
"Open Access Surgery","N/A","1178-7082","SURGERY - ESCI","40","n/a","n/a","0.19","100"%,
"Giornale di Chirurgia","0391-9005","1971-145X","SURGERY - ESCI","551","n/a","n/a","0.32","0"%,
"Gynecological Surgery","1613-2076","1613-2084","SURGERY - ESCI","539","n/a","n/a","0.57","100"%,
"Pleura and Peritoneum","2364-7671","2364-768X","SURGERY - ESCI","237","n/a","n/a","0.55","100"%,
"Surgical Case Reports","2198-7793","2198-7793","SURGERY - ESCI","686","n/a","n/a","0.26","100"%,
"Cirugia Cardiovascular","1134-0096","1134-0096","SURGERY - ESCI","73","n/a","n/a","0.08","100"%,
"Case Reports in Surgery","2090-6900","2090-6919","SURGERY - ESCI","740","n/a","n/a","0.19","100"%,
"Current Surgery Reports","2167-4817","2167-4817","SURGERY - ESCI","160","n/a","n/a","0.23","2.6"%,
"Annals of Coloproctology","2287-9714","2287-9722","SURGERY - ESCI","467","n/a","n/a","0.41","78.34"%,
"Patient Safety in Surgery","1754-9493","1754-9493","SURGERY - ESCI","741","n/a","n/a","0.69","100"%,
"Polish Journal of Surgery","0032-373X","2083-6015","SURGERY - ESCI","112","n/a","n/a","0.19","0"%,
"Journal of Robotic Surgery","1863-2483","1863-2491","SURGERY - ESCI","1,631","n/a","n/a","0.87","7.45"%,
"Journal of Transplantation","2090-0007","2090-0015","SURGERY - ESCI","395","n/a","n/a","0.52","100"%,
"Minimally Invasive Surgery","2090-1445","2090-1453","SURGERY - ESCI","277","n/a","n/a","0.64","100"%,
"Turkish Journal of Surgery","2564-6850","2564-7032","SURGERY - ESCI","437","n/a","n/a","0.21","75.76"%,
"Egyptian Journal of Surgery","1110-1121","1687-7624","SURGERY - ESCI","110","n/a","n/a","0.07","0"%,
"Formosan Journal of Surgery","1682-606X","2213-5413","SURGERY - ESCI","107","n/a","n/a","0.1","100"%,
"Innovative Surgical Sciences","2364-7485","2364-7485","SURGERY - ESCI","168","n/a","n/a","0.28","100"%,
"Indian Journal of Neurosurgery","2277-954X","2277-9167","SURGERY - ESCI","72","n/a","n/a","0.06","100"%,
"Archives of Plastic Surgery-APS","2234-6163","2234-6171","SURGERY - ESCI","1,486","n/a","n/a","0.45","100"%,
"Surgical Techniques Development","2038-9574","2038-9582","SURGERY - ESCI","9","n/a","n/a","0.12","100"%,
"Video-Assisted Thoracic Surgery","2519-0792","2519-0792","SURGERY - ESCI","53","n/a","n/a","0.1","78.38"%,
"Journal of Hand and Microsurgery","0974-3227","0974-6897","SURGERY - ESCI","311","n/a","n/a","0.22","1.8"%,
"Journal of Radiosurgery and SBRT","2156-4639","2156-4647","SURGERY - ESCI","224","n/a","n/a","0.49","0"%,
"Journal of Surgical Case Reports","2042-8812","2042-8812","SURGERY - ESCI","1,180","n/a","n/a","0.15","100"%,
"World Journal of Plastic Surgery","2228-7914","2252-0724","SURGERY - ESCI","448","n/a","n/a","0.42","0"%,
"Indian Journal of Plastic Surgery","0970-0358","1998-376X","SURGERY - ESCI","1,034","n/a","n/a","0.24","100"%,
"Journal fur Asthetische Chirurgie","1867-4305","1867-4313","SURGERY - ESCI","14","n/a","n/a","0.07","10.13"%,
"JBJS Essential Surgical Techniques","2160-2204","2160-2204","SURGERY - ESCI","217","n/a","n/a","0.43","4.35"%,
"Revista Hispanoamericana de Hernia","2255-2677","2255-2677","SURGERY - ESCI","102","n/a","n/a","0.1","48.35"%,
"Spine Surgery and Related Research","2432-261X","2432-261X","SURGERY - ESCI","151","n/a","n/a","0.26","100"%,
"Turkish Journal of Plastic Surgery","1300-6878","2528-8644","SURGERY - ESCI","52","n/a","n/a","0.11","100"%,
"EUROPEAN JOURNAL OF PLASTIC SURGERY","0930-343X","1435-0130","SURGERY - ESCI","763","n/a","n/a","0.2","12.63"%,
"Seminars in Colon and Rectal Surgery","1043-1489","1558-4585","SURGERY - ESCI","121","n/a","n/a","0.12","0"%,
"Archives of Aesthetic Plastic Surgery","2234-0831","2288-9337","SURGERY - ESCI","34","n/a","n/a","0.07","100"%,
"International Journal of Spine Surgery","N/A","2211-4599","SURGERY - ESCI","881","n/a","n/a","0.51","0"%,
"Journal of Medical and Surgical Research","2351-8200","2351-8200","SURGERY - ESCI","26","n/a","n/a","0.04","100"%,
"International Journal of Surgery Protocols","2468-3574","2468-3574","SURGERY - ESCI","52","n/a","n/a","0.38","98.15"%,
"Thoracic and Cardiovascular Surgeon Reports","2194-7635","2194-7643","SURGERY - ESCI","41","n/a","n/a","0.11","100"%,
