"Journal Data Filtered By:  Selected Categories: SUBSTANCE ABUSE Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Drugs and Alcohol Today","1745-9265","2042-8359","SUBSTANCE ABUSE - ESCI","231","n/a","n/a","0.25","2.08"%,
"Therapeutic Communities","0964-1866","2052-4730","SUBSTANCE ABUSE - ESCI","103","n/a","n/a","0.11","0"%,
"Journal of Gambling Issues","1910-7595","1910-7595","SUBSTANCE ABUSE - ESCI","322","n/a","n/a","0.21","0"%,
"Journal of Smoking Cessation","N/A","1834-2612","SUBSTANCE ABUSE - ESCI","154","n/a","n/a","0.18","7.69"%,
"Canadian Journal of Addiction","2368-4720","2368-4739","SUBSTANCE ABUSE - ESCI","95","n/a","n/a","0.22","3.39"%,
"Alcoholism Treatment Quarterly","0734-7324","1544-4538","SUBSTANCE ABUSE - ESCI","430","n/a","n/a","0.3","2.56"%,
"Alkoholizm i Narkomania-Alchoholism and Drug Addition","0867-4361","0867-4361","SUBSTANCE ABUSE - ESCI","54","n/a","n/a","0.1","100"%,
"Substance Abuse and Rehabilitation","1179-8467","1179-8467","SUBSTANCE ABUSE - ESCI","547","n/a","n/a","0.88","100"%,
"Addictive Disorders & Their Treatment","1531-5754","1535-1122","SUBSTANCE ABUSE - ESCI","207","n/a","n/a","0.16","0"%,
"Substance Abuse-Research and Treatment","1178-2218","1178-2218","SUBSTANCE ABUSE - ESCI","463","n/a","n/a","0.7","100"%,
"Addicta-The Turkish Journal on Addictions","2148-7286","2149-1305","SUBSTANCE ABUSE - ESCI","99","n/a","n/a","0.13","0"%,
"Sucht-Zeitschrift fur Wissenschaft und Praxis","0939-5911","1664-2856","SUBSTANCE ABUSE - ESCI","245","n/a","n/a","0.21","1.33"%,
"Tobacco Prevention & Cessation","2459-3087","2459-3087","SUBSTANCE ABUSE - ESCI","203","n/a","n/a","0.3","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
