"Journal Data Filtered By:  Selected Categories: ENGINEERING, BIOMEDICAL Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Nature Biomedical Engineering","2157-846X","2157-846X","ENGINEERING, BIOMEDICAL - SCIE","6,476","25.671","Q1","5.42","0.8"%,
"Bioactive Materials","N/A","2452-199X","ENGINEERING, BIOMEDICAL - SCIE","2,145","14.593","Q1","1.69","100"%,
"BIOMATERIALS","0142-9612","1878-5905","ENGINEERING, BIOMEDICAL - SCIE","126,871","12.479","Q1","2.7","6.97"%,
"Bioengineering & Translational Medicine","N/A","2380-6761","ENGINEERING, BIOMEDICAL - SCIE","1,105","10.711","Q1","1.75","100"%,
"npj Regenerative Medicine","N/A","2057-3995","ENGINEERING, BIOMEDICAL - SCIE","831","10.364","Q1","1.6","100"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","0278-0062","1558-254X","ENGINEERING, BIOMEDICAL - SCIE","27,030","10.048","Q1","2.25","0"%,
"Biofabrication","1758-5082","1758-5090","ENGINEERING, BIOMEDICAL - SCIE","6,729","9.954","Q1","2.02","16.55"%,
"Advanced Healthcare Materials","2192-2640","2192-2659","ENGINEERING, BIOMEDICAL - SCIE","17,525","9.933","Q1","1.4","8.21"%,
"Annual Review of Biomedical Engineering","1523-9829","1545-4274","ENGINEERING, BIOMEDICAL - SCIE","5,462","9.59","Q1","1.61","1.82"%,
"Acta Biomaterialia","1742-7061","1878-7568","ENGINEERING, BIOMEDICAL - SCIE","51,403","8.947","Q1","1.76","7.89"%,
"MEDICAL IMAGE ANALYSIS","1361-8415","1361-8423","ENGINEERING, BIOMEDICAL - SCIE","11,568","8.545","Q1","3.11","13.41"%,
"Photoacoustics","2213-5979","2213-5979","ENGINEERING, BIOMEDICAL - SCIE","1,093","8.484","Q1","1.89","100"%,
"Materials Today Bio","2590-0064","2590-0064","ENGINEERING, BIOMEDICAL - SCIE","264","7.348","Q1","1.13","100"%,
"International Journal of Bioprinting","2424-7723","2424-8002","ENGINEERING, BIOMEDICAL - SCIE","667","6.638","Q1","1.18","89.02"%,
"Tissue Engineering Part B-Reviews","1937-3368","1937-3376","ENGINEERING, BIOMEDICAL - SCIE","4,536","6.389","Q1","0.96","5.8"%,
"Bio-Design and Manufacturing","2096-5524","2522-8552","ENGINEERING, BIOMEDICAL - SCIE","332","6.302","Q1","0.85","11.63"%,
"CLINICAL ORAL IMPLANTS RESEARCH","0905-7161","1600-0501","ENGINEERING, BIOMEDICAL - SCIE","15,673","5.977","Q1","1.58","20.64"%,
"Artificial Cells Nanomedicine and Biotechnology","2169-1401","2169-141X","ENGINEERING, BIOMEDICAL - SCIE","8,530","5.678","Q1","1.15","51.85"%,
"COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE","0169-2607","1872-7565","ENGINEERING, BIOMEDICAL - SCIE","12,277","5.428","Q1","1.28","4.24"%,
"Journal of Neural Engineering","1741-2560","1741-2552","ENGINEERING, BIOMEDICAL - SCIE","9,572","5.379","Q1","1.18","21.69"%,
"ARTIFICIAL INTELLIGENCE IN MEDICINE","0933-3657","1873-2860","ENGINEERING, BIOMEDICAL - SCIE","4,245","5.326","Q1","1.3","7"%,
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","0895-6111","1879-0771","ENGINEERING, BIOMEDICAL - SCIE","3,232","4.79","Q1","1.36","5.24"%,
"COMPUTERS IN BIOLOGY AND MEDICINE","0010-4825","1879-0534","ENGINEERING, BIOMEDICAL - SCIE","9,751","4.589","Q2","1.13","4.77"%,
"IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING","0018-9294","1558-2531","ENGINEERING, BIOMEDICAL - SCIE","27,406","4.538","Q2","1.28","0"%,
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A","1549-3296","1552-4965","ENGINEERING, BIOMEDICAL - SCIE","20,820","4.396","Q2","0.92","5.71"%,
"Biocybernetics and Biomedical Engineering","0208-5216","0208-5216","ENGINEERING, BIOMEDICAL - SCIE","1,512","4.314","Q2","0.84","2.53"%,
"Journal of NeuroEngineering and Rehabilitation","N/A","1743-0003","ENGINEERING, BIOMEDICAL - SCIE","7,017","4.262","Q2","1.24","100"%,
"Tissue Engineering and Regenerative Medicine","1738-2696","2212-5469","ENGINEERING, BIOMEDICAL - SCIE","1,293","4.169","Q2","0.63","5.29"%,
"Journal of Tissue Engineering and Regenerative Medicine","1932-6254","1932-7005","ENGINEERING, BIOMEDICAL - SCIE","6,852","3.963","Q2","0.84","8.77"%,
"EUROPEAN CELLS & MATERIALS","1473-2262","1473-2262","ENGINEERING, BIOMEDICAL - SCIE","3,742","3.942","Q2","1.05","100"%,
"ANNALS OF BIOMEDICAL ENGINEERING","0090-6964","1573-9686","ENGINEERING, BIOMEDICAL - SCIE","13,808","3.934","Q2","1.02","16.33"%,
"Journal of the Mechanical Behavior of Biomedical Materials","1751-6161","1878-0180","ENGINEERING, BIOMEDICAL - SCIE","15,308","3.902","Q2","0.91","5.57"%,
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE","0957-4530","1573-4838","ENGINEERING, BIOMEDICAL - SCIE","13,209","3.896","Q2","0.71","13.41"%,
"Biomedical Signal Processing and Control","1746-8094","1746-8108","ENGINEERING, BIOMEDICAL - SCIE","6,354","3.88","Q2","1.05","3.25"%,
"Tissue Engineering Part A","1937-3341","1937-335X","ENGINEERING, BIOMEDICAL - SCIE","11,228","3.845","Q2","0.91","3.89"%,
"IEEE Transactions on Biomedical Circuits and Systems","1932-4545","1940-9990","ENGINEERING, BIOMEDICAL - SCIE","4,012","3.833","Q2","1.13","0"%,
"Regenerative Medicine","1746-0751","1746-076X","ENGINEERING, BIOMEDICAL - SCIE","2,768","3.806","Q2","0.61","21.78"%,
