"Journal Data Filtered By:  Selected Categories: OTORHINOLARYNGOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"ENT Updates","2149-7109","N/A","OTORHINOLARYNGOLOGY - ESCI","41","n/a","n/a","0.05","100"%,
"Journal of Craniovertebral Junction and Spine","0974-8237","0976-9285","OTORHINOLARYNGOLOGY - ESCI","581","n/a","n/a","0.45","100"%,
"Allergy & Rhinology","2152-6567","2152-6567","OTORHINOLARYNGOLOGY - ESCI","286","n/a","n/a","0.42","100"%,
"SPRACHE-STIMME-GEHOR","0342-0477","1439-1260","OTORHINOLARYNGOLOGY - ESCI","73","n/a","n/a","0.08","0"%,
"Indian Journal of Otology","0971-7749","2249-9520","OTORHINOLARYNGOLOGY - ESCI","180","n/a","n/a","0.09","0"%,
"Case Reports in Otolaryngology","2090-6765","2090-6773","OTORHINOLARYNGOLOGY - ESCI","411","n/a","n/a","0.19","100"%,
"Journal of Audiology and Otology","2384-1621","2384-1710","OTORHINOLARYNGOLOGY - ESCI","247","n/a","n/a","0.58","83.17"%,
"Polish Journal of Otolaryngology","0030-6657","2300-8423","OTORHINOLARYNGOLOGY - ESCI","71","n/a","n/a","0.3","0"%,
"Egyptian Journal of Otolaryngology","1012-5574","2090-8539","OTORHINOLARYNGOLOGY - ESCI","99","n/a","n/a","0.09","100"%,
"Acta Oto-Laryngologica Case Reports","2377-2484","2377-2484","OTORHINOLARYNGOLOGY - ESCI","15","n/a","n/a","0.06","100"%,
"Acta Otorrinolaringologica Espanola","0001-6519","1988-3013","OTORHINOLARYNGOLOGY - ESCI","647","n/a","n/a","0.46","0"%,
"Turkish Archives of Otorhinolaryngology","2667-7466","2667-7474","OTORHINOLARYNGOLOGY - ESCI","175","n/a","n/a","0.3","100"%,
"Bangladesh Journal of Otorhinolaryngology","1728-8835","2304-6244","OTORHINOLARYNGOLOGY - ESCI","35","n/a","n/a","0.01","0"%,
"International Archives of Otorhinolaryngology","1809-9777","1809-4864","OTORHINOLARYNGOLOGY - ESCI","888","n/a","n/a","0.55","100"%,
"Revista ORL","N/A","2444-7986","OTORHINOLARYNGOLOGY - ESCI","65","n/a","n/a","0.06","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
