"Journal Data Filtered By:  Selected Categories: TROPICAL MEDICINE Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Infectious Diseases of Poverty","2095-5162","2049-9957","TROPICAL MEDICINE - SCIE","3,434","4.52","Q1","1.03","100"%,
"PLoS Neglected Tropical Diseases","1935-2735","1935-2735","TROPICAL MEDICINE - SCIE","35,321","4.411","Q1","1.37","100"%,
"Parasites & Vectors","1756-3305","1756-3305","TROPICAL MEDICINE - SCIE","19,634","3.876","Q1","1.19","100"%,
"ACTA TROPICA","0001-706X","1873-6254","TROPICAL MEDICINE - SCIE","11,474","3.112","Q1","1.02","5.48"%,
"MALARIA JOURNAL","N/A","1475-2875","TROPICAL MEDICINE - SCIE","15,906","2.979","Q1","0.93","100"%,
"Pathogens and Global Health","2047-7724","2047-7732","TROPICAL MEDICINE - SCIE","1,504","2.894","Q2","0.82","3.42"%,
"JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES","N/A","1678-9199","TROPICAL MEDICINE - SCIE","1,353","2.831","Q2","0.83","99.2"%,
"MEMORIAS DO INSTITUTO OSWALDO CRUZ","0074-0276","1678-8060","TROPICAL MEDICINE - SCIE","7,753","2.743","Q2","0.76","100"%,
"TROPICAL MEDICINE & INTERNATIONAL HEALTH","1360-2276","1365-3156","TROPICAL MEDICINE - SCIE","9,155","2.622","Q2","0.91","19.91"%,
"Journal of Tropical Medicine","1687-9686","1687-9694","TROPICAL MEDICINE - SCIE","794","2.488","Q2","0.67","100"%,
"AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE","0002-9637","1476-1645","TROPICAL MEDICINE - SCIE","25,730","2.345","Q2","0.93","4.16"%,
"TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE","0035-9203","1878-3503","TROPICAL MEDICINE - SCIE","9,029","2.184","Q3","0.69","21.2"%,
"REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO","0036-4665","1678-9946","TROPICAL MEDICINE - SCIE","2,667","1.846","Q3","0.4","100"%,
"JOURNAL OF VECTOR BORNE DISEASES","0972-9062","0972-9062","TROPICAL MEDICINE - SCIE","1,026","1.688","Q3","0.43","100"%,
"Revista da Sociedade Brasileira de Medicina Tropical","0037-8682","N/A","TROPICAL MEDICINE - SCIE","3,772","1.581","Q3","0.45","100"%,
"Asian Pacific Journal of Tropical Biomedicine","2221-1691","2588-9222","TROPICAL MEDICINE - SCIE","4,699","1.545","Q3","0.69","100"%,
"Asian Pacific Journal of Tropical Medicine","1995-7645","2352-4146","TROPICAL MEDICINE - SCIE","3,942","1.226","Q3","0.6","100"%,
"JOURNAL OF TROPICAL PEDIATRICS","0142-6338","1465-3664","TROPICAL MEDICINE - SCIE","2,268","1.165","Q4","0.51","4.92"%,
"Biomedica","0120-4157","2590-7379","TROPICAL MEDICINE - SCIE","1,278","0.935","Q4","0.23","100"%,
"TROPICAL DOCTOR","0049-4755","1758-1133","TROPICAL MEDICINE - SCIE","1,086","0.731","Q4","0.25","1.4"%,
"TROPICAL BIOMEDICINE","0127-5720","N/A","TROPICAL MEDICINE - SCIE","1,313","0.623","Q4","0.17","0"%,
"LEPROSY REVIEW","0305-7518","2162-8807","TROPICAL MEDICINE - SCIE","989","0.537","Q4","0.2","0"%,
"SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH","0125-1562","N/A","TROPICAL MEDICINE - SCIE","3,143","0.267","Q4","0.1","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
