"Journal Data Filtered By:  Selected Categories: ANESTHESIOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"BJA Education","2058-5349","2058-5357","ANESTHESIOLOGY - ESCI","1,514","n/a","n/a","0.36","0.57"%,
"Southern African Journal of Anaesthesia and Analgesia","2220-1181","2220-1173","ANESTHESIOLOGY - ESCI","190","n/a","n/a","0.1","37.76"%,
"JA Clinical Reports","2363-9024","2363-9024","ANESTHESIOLOGY - ESCI","179","n/a","n/a","0.18","100"%,
"Anesthesie & Reanimation","2352-5800","2352-5819","ANESTHESIOLOGY - ESCI","68","n/a","n/a","0.04","7.1"%,
"Indian Anaesthetists Forum","2589-7934","0973-0311","ANESTHESIOLOGY - ESCI","62","n/a","n/a","0.09","100"%,
"Saudi Journal of Anaesthesia","1658-354X","0975-3125","ANESTHESIOLOGY - ESCI","1,203","n/a","n/a","0.44","100"%,
"Annals of Cardiac Anaesthesia","0971-9784","0974-5181","ANESTHESIOLOGY - ESCI","1,061","n/a","n/a","0.49","100"%,
"Indian Journal of Anaesthesia","0019-5049","0976-2817","ANESTHESIOLOGY - ESCI","2,687","n/a","n/a","0.55","100"%,
"Local and Regional Anesthesia","1178-7112","1178-7112","ANESTHESIOLOGY - ESCI","286","n/a","n/a","0.64","100"%,
"ACTA ANAESTHESIOLOGICA BELGICA","0001-5164","N/A","ANESTHESIOLOGY - ESCI","289","n/a","n/a","0.05","0"%,
"EGYPTIAN JOURNAL OF ANAESTHESIA","N/A","1110-1849","ANESTHESIOLOGY - ESCI","312","n/a","n/a","0.14","100"%,
"Korean Journal of Anesthesiology","2005-6419","2005-7563","ANESTHESIOLOGY - ESCI","2,214","n/a","n/a","0.89","100"%,
"Anaesthesia Pain & Intensive Care","1607-8322","2220-5799","ANESTHESIOLOGY - ESCI","228","n/a","n/a","0.08","100"%,
"Anaesthesiology Intensive Therapy","1642-5758","1731-2531","ANESTHESIOLOGY - ESCI","792","n/a","n/a","0.37","100"%,
"Ain Shams Journal of Anesthesiology","1687-7934","2090-925X","ANESTHESIOLOGY - ESCI","34","n/a","n/a","0.07","100"%,
"Anesteziologie a Intenzivni Medicina","1214-2158","1214-2158","ANESTHESIOLOGY - ESCI","19","n/a","n/a","0.04","0"%,
"Anesthesiology Research and Practice","1687-6962","1687-6970","ANESTHESIOLOGY - ESCI","361","n/a","n/a","0.3","100"%,
"INTERNATIONAL ANESTHESIOLOGY CLINICS","0020-5907","1537-1913","ANESTHESIOLOGY - ESCI","777","n/a","n/a","0.15","0"%,
"Sri Lankan Journal of Anaesthesiology","1391-8834","2279-1965","ANESTHESIOLOGY - ESCI","35","n/a","n/a","0.03","100"%,
"Anaesthesia and Intensive Care Medicine","1472-0299","1878-7584","ANESTHESIOLOGY - ESCI","407","n/a","n/a","0.09","0"%,
"Trends in Anaesthesia and Critical Care","2210-8440","2210-8467","ANESTHESIOLOGY - ESCI","202","n/a","n/a","0.27","1.89"%,
"Pediatric Anesthesia and Critical Care Journal","2281-8421","2281-8421","ANESTHESIOLOGY - ESCI","25","n/a","n/a","0.06","100"%,
"Revista Espanola de Anestesiologia y Reanimacion","0034-9356","2340-3284","ANESTHESIOLOGY - ESCI","602","n/a","n/a","0.37","0"%,
"JOURNAL OF PAIN & PALLIATIVE CARE PHARMACOTHERAPY","1536-0288","1536-0539","ANESTHESIOLOGY - ESCI","736","n/a","n/a","0.3","1.19"%,
"Seminars in Cardiothoracic and Vascular Anesthesia","1089-2532","1940-5596","ANESTHESIOLOGY - ESCI","610","n/a","n/a","0.43","1.48"%,
"Turkish Journal of Anaesthesiology and Reanimation","N/A","2667-6370","ANESTHESIOLOGY - ESCI","448","n/a","n/a","0.36","0"%,
"A & A Practice","2325-7237","2325-7237","ANESTHESIOLOGY - ESCI","337","n/a","n/a","0.25","2.21"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
