"Journal Data Filtered By:  Selected Categories: RHEUMATOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Reumatismo","0048-7449","2240-2683","RHEUMATOLOGY - ESCI","537","n/a","n/a","0.2","100"%,
"Musculoskeletal Care","1478-2189","1557-0681","RHEUMATOLOGY - ESCI","820","n/a","n/a","0.4","11.93"%,
"Reumatologia Clinica","1699-258X","1885-1398","RHEUMATOLOGY - ESCI","957","n/a","n/a","0.3","0.47"%,
"Egyptian Rheumatologist","1110-1164","2090-2433","RHEUMATOLOGY - ESCI","485","n/a","n/a","0.35","100"%,
"Current Rheumatology Reviews","1573-3971","1875-6360","RHEUMATOLOGY - ESCI","565","n/a","n/a","0.38","0"%,
"Journal of Rheumatic Diseases","2093-940X","2233-4718","RHEUMATOLOGY - ESCI","80","n/a","n/a","0.22","0"%,
"Turk Osteoporoz Dergisi-Turkish Journal of Osteoporosis","2147-2653","2147-2653","RHEUMATOLOGY - ESCI","43","n/a","n/a","0.02","100"%,
"Revista Cubana de Reumatologia","1606-5581","1817-5996","RHEUMATOLOGY - ESCI","152","n/a","n/a","0.06","100"%,
"European Journal of Rheumatology","2147-9720","2148-4279","RHEUMATOLOGY - ESCI","738","n/a","n/a","0.38","100"%,
"Rheumatology Advances in Practice","N/A","2514-1775","RHEUMATOLOGY - ESCI","148","n/a","n/a","0.28","100"%,
"International Journal of Rheumatology","1687-9260","1687-9279","RHEUMATOLOGY - ESCI","584","n/a","n/a","0.42","100"%,
"Journal of Scleroderma and Related Disorders","2397-1983","2397-1991","RHEUMATOLOGY - ESCI","506","n/a","n/a","0.48","9.17"%,
"Open Access Rheumatology-Research and Reviews","1179-156X","1179-156X","RHEUMATOLOGY - ESCI","344","n/a","n/a","0.44","100"%,
"Indian Journal of Rheumatology","0973-3698","0973-3701","RHEUMATOLOGY - ESCI","234","n/a","n/a","0.18","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
