"Journal Data Filtered By:  Selected Categories: NURSING Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Rev Rene","1517-3852","2175-6783","NURSING - ESCI","327","n/a","n/a","0.17","100"%,
"Pielegniarstwo Chirurgiczne i Angiologiczne-Surgical and Vascular Nursing","1897-3116","2084-9850","NURSING - ESCI","24","n/a","n/a","0.09","0"%,
"NURSING FORUM","0029-6473","1744-6198","NURSING - ESCI","1,290","n/a","n/a","1.07","2.65"%,
"Nursing Reports","2039-439X","2039-4403","NURSING - ESCI","16","n/a","n/a","0.12","95.45"%,
"Creative Nursing","1078-4535","1946-1895","NURSING - ESCI","158","n/a","n/a","0.28","0"%,
"Neonatal Network","0730-0832","1539-2880","NURSING - ESCI","698","n/a","n/a","0.36","0"%,
"Nurse Researcher","1351-5578","2047-8992","NURSING - ESCI","1,291","n/a","n/a","0.7","0"%,
"Revista Cuidarte","2216-0973","2346-3414","NURSING - ESCI","103","n/a","n/a","0.22","100"%,
"SAGE Open Nursing","2377-9608","2377-9608","NURSING - ESCI","107","n/a","n/a","0.57","100"%,
"Clinical Lactation","2158-0782","2158-0537","NURSING - ESCI","63","n/a","n/a","0.18","0"%,
"Enfermeria Clinica","1130-8621","1579-2013","NURSING - ESCI","591","n/a","n/a","0.37","0.11"%,
"NURSE PRACTITIONER","0361-1817","1538-8662","NURSING - ESCI","377","n/a","n/a","0.26","1.04"%,
"Enfermeria Intensiva","1130-2399","1578-1291","NURSING - ESCI","152","n/a","n/a","0.43","0"%,
"Salud Arte y Cuidado","1856-9528","1856-9528","NURSING - ESCI","6","n/a","n/a","0.03","0"%,
"Asian Oncology Nursing","2287-2434","2093-7776","NURSING - ESCI","131","n/a","n/a","0.24","34.72"%,
"Belitung Nursing Journal","2528-181X","2477-4073","NURSING - ESCI","49","n/a","n/a","0.08","100"%,
"Revista Rol de Enfermeria","0210-5020","0210-5020","NURSING - ESCI","60","n/a","n/a","0.02","0"%,
"RqR Enfermeria Comunitaria","2253-9832","2254-8270","NURSING - ESCI","22","n/a","n/a","0.12","1.85"%,
"AACN Advanced Critical Care","1559-7768","1559-7776","NURSING - ESCI","594","n/a","n/a","0.54","0"%,
"Journal of Holistic Nursing","0898-0101","1552-5724","NURSING - ESCI","907","n/a","n/a","0.97","2.42"%,
"Journal of Infusion Nursing","1533-1458","1539-0667","NURSING - ESCI","532","n/a","n/a","0.7","3.96"%,
"Journal of Vascular Nursing","1062-0303","1532-6578","NURSING - ESCI","323","n/a","n/a","0.59","0"%,
"Journal of Christian Nursing","0743-2550","1931-7662","NURSING - ESCI","167","n/a","n/a","0.27","0"%,
"Nursing-Research and Reviews","2230-522X","2230-522X","NURSING - ESCI","58","n/a","n/a","0.28","100"%,
"Journal of Nursing Regulation","2155-8256","2155-8264","NURSING - ESCI","486","n/a","n/a","0.96","0"%,
"Nursing Research and Practice","2090-1429","2090-1437","NURSING - ESCI","808","n/a","n/a","1.13","100"%,
"Nursing and Midwifery Studies","2322-1488","2322-1674","NURSING - ESCI","320","n/a","n/a","0.36","100"%,
"Recherche en Soins Infirmiers","2271-8362","2271-8362","NURSING - ESCI","159","n/a","n/a","0.15","0"%,
"Journal of Nursing Measurement","1061-3749","1945-7049","NURSING - ESCI","750","n/a","n/a","0.37","0"%,
"Journal of Research in Nursing","1744-9871","1744-988X","NURSING - ESCI","1,013","n/a","n/a","0.52","2.87"%,
"Revista Brasileira de Enfermagem","0034-7167","1984-0446","NURSING - ESCI","2,082","n/a","n/a","0.45","100"%,
"Teaching and Learning in Nursing","1557-3087","1557-2013","NURSING - ESCI","530","n/a","n/a","0.67","0.57"%,
"Advanced Emergency Nursing Journal","1931-4485","1931-4493","NURSING - ESCI","327","n/a","n/a","0.4","0"%,
"Dimensions of Critical Care Nursing","0730-4625","1538-8646","NURSING - ESCI","674","n/a","n/a","0.97","0"%,
"Global Qualitative Nursing Research","2333-3936","2333-3936","NURSING - ESCI","430","n/a","n/a","1.45","100"%,
"International Journal of Childbirth","2156-5287","2156-5295","NURSING - ESCI","106","n/a","n/a","0.21","0"%,
"Canadian Journal of Nursing Research","0844-5621","1705-7051","NURSING - ESCI","681","n/a","n/a","0.58","1.41"%,
"Journal of Doctoral Nursing Practice","2380-9418","2380-9426","NURSING - ESCI","7","n/a","n/a","0.08","0"%,
"Renal Society of Australasia Journal","1832-3804","1832-3804","NURSING - ESCI","72","n/a","n/a","0.16","0"%,
"Florence Nightingale Journal of Nursing","N/A","2147-8686","NURSING - ESCI","268","n/a","n/a","0.17","30.49"%,
"African Journal of Nursing and Midwifery","1682-5055","1682-5055","NURSING - ESCI","65","n/a","n/a","0.13","2.46"%,
"Home Health Care Management and Practice","1084-8223","1552-6739","NURSING - ESCI","385","n/a","n/a","0.42","7.41"%,
"International Journal of Nursing Sciences","N/A","2352-0132","NURSING - ESCI","1,036","n/a","n/a","1.07","100"%,
"Journal of Nursing and Midwifery Sciences","2345-5756","2345-5764","NURSING - ESCI","54","n/a","n/a","0.27","100"%,
"International Journal of Care Coordination","2053-4345","2053-4353","NURSING - ESCI","133","n/a","n/a","0.82","12.5"%,
"International Journal of Palliative Nursing","1357-6321","1357-6321","NURSING - ESCI","1,294","n/a","n/a","0.65","3.4"%,
"Journal for Nurses in Professional Development","2169-9798","2169-981X","NURSING - ESCI","616","n/a","n/a","0.53","0.55"%,
"Revista de Pesquisa-Cuidado e Fundamental Online","2175-5361","2175-5361","NURSING - ESCI","338","n/a","n/a","0.12","100"%,
