"Journal Data Filtered By:  Selected Categories: SURGERY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"JAMA Surgery","2168-6254","2168-6262","SURGERY - SCIE","12,793","14.766","Q1","4.8","4.3"%,
"ANNALS OF SURGERY","0003-4932","1528-1140","SURGERY - SCIE","64,045","12.969","Q1","4.52","3.03"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","1053-2498","1557-3117","SURGERY - SCIE","15,107","10.247","Q1","2.34","4.94"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","0022-3050","1468-330X","SURGERY - SCIE","37,094","10.154","Q1","2.59","28.48"%,
"ENDOSCOPY","0013-726X","1438-8812","SURGERY - SCIE","14,018","10.093","Q1","2.35","2.43"%,
"AMERICAN JOURNAL OF TRANSPLANTATION","1600-6135","1600-6143","SURGERY - SCIE","32,841","8.086","Q1","2.4","11.12"%,
"Digestive Endoscopy","0915-5635","1443-1661","SURGERY - SCIE","4,707","7.559","Q1","1.47","5.33"%,
"Hepatobiliary Surgery and Nutrition","2304-3881","2304-389X","SURGERY - SCIE","1,292","7.293","Q1","0.89","81.52"%,
"EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY","1078-5884","1532-2165","SURGERY - SCIE","12,166","7.069","Q1","1.75","4.66"%,
"Journal of Hepato-Biliary-Pancreatic Sciences","1868-6974","1868-6982","SURGERY - SCIE","4,958","7.027","Q1","1.49","5.02"%,
"BRITISH JOURNAL OF SURGERY","0007-1323","1365-2168","SURGERY - SCIE","29,311","6.939","Q1","2.37","22.19"%,
"AMERICAN JOURNAL OF SURGICAL PATHOLOGY","0147-5185","1532-0979","SURGERY - SCIE","26,272","6.394","Q1","2.38","2.61"%,
"JAMA Otolaryngology-Head & Neck Surgery","2168-6181","2168-619X","SURGERY - SCIE","5,965","6.223","Q1","2.02","3.07"%,
"JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS","1072-7515","1879-1190","SURGERY - SCIE","20,819","6.113","Q1","2.05","2.09"%,
"International Journal of Surgery","1743-9191","1743-9159","SURGERY - SCIE","16,011","6.071","Q1","1.51","3.3"%,
