"Journal Data Filtered By:  Selected Categories: INTEGRATIVE & COMPLEMENTARY MEDICINE Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Medical Acupuncture","1933-6586","1933-6594","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","338","n/a","n/a","0.41","1.43"%,
"Journal of Pharmacopuncture","2093-6966","2234-6856","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","409","n/a","n/a","0.59","100"%,
"Current Traditional Medicine","2215-0838","2215-0846","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","58","n/a","n/a","0.1","25"%,
"Traditional Medicine Research","2413-3973","2413-3973","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","96","n/a","n/a","0.24","100"%,
"Advances in Integrative Medicine","2212-9626","2212-9634","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","140","n/a","n/a","0.41","45.83"%,
"Journal of Evidence-Based Integrative Medicine","2515-690X","2515-690X","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","1,260","n/a","n/a","0.78","100"%,
"Journal of Acupuncture and Tuina Science","1672-3597","1993-0399","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","169","n/a","n/a","0.14","0"%,
"World Journal of Acupuncture-Moxibustion","1003-5257","1972-019X","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","214","n/a","n/a","0.19","2.03"%,
"Journal of Acupuncture and Meridian Studies","2005-2901","2093-8152","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","778","n/a","n/a","0.45","100"%,
"Journal of Ayurveda and Integrative Medicine","0975-9476","0976-2809","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","716","n/a","n/a","0.57","100"%,
"Deutsche Zeitschrift fur Akupunktur","0415-6412","1439-4359","INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI","50","n/a","n/a","0.02","0.88"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
