"Journal Data Filtered By:  Selected Categories: PHARMACOLOGY & PHARMACY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"NATURE REVIEWS DRUG DISCOVERY","1474-1776","1474-1784","PHARMACOLOGY & PHARMACY - SCIE","41,989","84.694","Q1","10.86","0"%,
"PHARMACOLOGICAL REVIEWS","0031-6997","1521-0081","PHARMACOLOGY & PHARMACY - SCIE","14,442","25.468","Q1","3.12","43.84"%,
"DRUG RESISTANCE UPDATES","1368-7646","1532-2084","PHARMACOLOGY & PHARMACY - SCIE","4,315","18.5","Q1","2.14","19.67"%,
"ADVANCED DRUG DELIVERY REVIEWS","0169-409X","1872-8294","PHARMACOLOGY & PHARMACY - SCIE","43,769","15.47","Q1","2.38","10.47"%,
"TRENDS IN PHARMACOLOGICAL SCIENCES","0165-6147","1873-3735","PHARMACOLOGY & PHARMACY - SCIE","15,308","14.819","Q1","2.02","9.18"%,
"Annual Review of Pharmacology and Toxicology","0362-1642","1545-4304","PHARMACOLOGY & PHARMACY - SCIE","9,016","13.82","Q1","2.25","2.15"%,
"MEDICINAL RESEARCH REVIEWS","0198-6325","1098-1128","PHARMACOLOGY & PHARMACY - SCIE","6,835","12.944","Q1","2.28","10.98"%,
"PHARMACOLOGY & THERAPEUTICS","0163-7258","1879-016X","PHARMACOLOGY & PHARMACY - SCIE","21,235","12.31","Q1","1.79","12.66"%,
"Acta Pharmaceutica Sinica B","2211-3835","2211-3843","PHARMACOLOGY & PHARMACY - SCIE","6,314","11.413","Q1","2.23","0"%,
"JOURNAL OF CONTROLLED RELEASE","0168-3659","1873-4995","PHARMACOLOGY & PHARMACY - SCIE","60,586","9.776","Q1","1.86","9.38"%,
"DRUGS","0012-6667","1179-1950","PHARMACOLOGY & PHARMACY - SCIE","15,479","9.546","Q1","1.85","19.09"%,
"BRITISH JOURNAL OF PHARMACOLOGY","0007-1188","1476-5381","PHARMACOLOGY & PHARMACY - SCIE","42,870","8.739","Q1","2.14","19.7"%,
"ALIMENTARY PHARMACOLOGY & THERAPEUTICS","0269-2813","1365-2036","PHARMACOLOGY & PHARMACY - SCIE","25,641","8.171","Q1","1.99","13.83"%,
"NEUROPSYCHOPHARMACOLOGY","0893-133X","1740-634X","PHARMACOLOGY & PHARMACY - SCIE","30,856","7.853","Q1","1.98","19.64"%,
"DRUG DISCOVERY TODAY","1359-6446","1878-5832","PHARMACOLOGY & PHARMACY - SCIE","18,695","7.851","Q1","1.19","14.95"%,
"PHARMACOLOGICAL RESEARCH","1043-6618","N/A","PHARMACOLOGY & PHARMACY - SCIE","20,422","7.658","Q1","1.56","7.16"%,
"Neurotherapeutics","1933-7213","1878-7479","PHARMACOLOGY & PHARMACY - SCIE","6,764","7.62","Q1","1.32","18.41"%,
"Current Neuropharmacology","1570-159X","1875-6190","PHARMACOLOGY & PHARMACY - SCIE","6,080","7.363","Q1","0.93","0"%,
"EXPERT OPINION ON THERAPEUTIC TARGETS","1472-8222","1744-7631","PHARMACOLOGY & PHARMACY - SCIE","6,212","6.902","Q1","0.96","0.8"%,
"CLINICAL PHARMACOLOGY & THERAPEUTICS","0009-9236","1532-6535","PHARMACOLOGY & PHARMACY - SCIE","21,511","6.875","Q1","1.92","34.73"%,
"EXPERT OPINION ON THERAPEUTIC PATENTS","1354-3776","1744-7674","PHARMACOLOGY & PHARMACY - SCIE","4,196","6.674","Q1","1.14","0.45"%,
"Expert Opinion on Drug Delivery","1742-5247","1744-7593","PHARMACOLOGY & PHARMACY - SCIE","8,827","6.648","Q1","1.04","5.99"%,
"European Heart Journal-Cardiovascular Pharmacotherapy","2055-6837","2055-6845","PHARMACOLOGY & PHARMACY - SCIE","919","6.617","Q1","1.51","13.58"%,
"Asian Journal of Pharmaceutical Sciences","1818-0876","1818-0876","PHARMACOLOGY & PHARMACY - SCIE","2,993","6.598","Q1","1.33","100"%,
"BIOMEDICINE & PHARMACOTHERAPY","0753-3322","1950-6007","PHARMACOLOGY & PHARMACY - SCIE","41,024","6.529","Q1","1.62","64.76"%,
"CLINICAL PHARMACOKINETICS","0312-5963","1179-1926","PHARMACOLOGY & PHARMACY - SCIE","11,778","6.447","Q1","1.48","38.61"%,
"DRUG DELIVERY","1071-7544","1521-0464","PHARMACOLOGY & PHARMACY - SCIE","8,259","6.419","Q1","1.69","99.35"%,
"International Journal of Nanomedicine","1178-2013","1178-2013","PHARMACOLOGY & PHARMACY - SCIE","32,936","6.4","Q1","1.2","99.95"%,
"Pharmaceutics","N/A","1999-4923","PHARMACOLOGY & PHARMACY - SCIE","9,731","6.321","Q1","1.38","100"%,
"EXPERT OPINION ON INVESTIGATIONAL DRUGS","1354-3784","1744-7658","PHARMACOLOGY & PHARMACY - SCIE","5,964","6.206","Q1","1.02","4.45"%,
"ACTA PHARMACOLOGICA SINICA","1671-4083","1745-7254","PHARMACOLOGY & PHARMACY - SCIE","12,410","6.15","Q1","1.15","2.98"%,
"Expert Opinion on Drug Discovery","1746-0441","1746-045X","PHARMACOLOGY & PHARMACY - SCIE","4,902","6.098","Q1","0.84","4.95"%,
"Biomedicines","N/A","2227-9059","PHARMACOLOGY & PHARMACY - SCIE","2,391","6.081","Q1","0.91","100"%,
"JOURNAL OF FOOD AND DRUG ANALYSIS","1021-9498","1021-9498","PHARMACOLOGY & PHARMACY - SCIE","5,356","6.079","Q1","1.44","100"%,
"ANTIVIRAL RESEARCH","0166-3542","1872-9096","PHARMACOLOGY & PHARMACY - SCIE","15,686","5.97","Q1","1.49","16.61"%,
"PHYTOTHERAPY RESEARCH","0951-418X","1099-1573","PHARMACOLOGY & PHARMACY - SCIE","18,891","5.878","Q1","1.33","3.98"%,
"INTERNATIONAL JOURNAL OF PHARMACEUTICS","0378-5173","1873-3476","PHARMACOLOGY & PHARMACY - SCIE","61,118","5.875","Q1","1.66","1.78"%,
"Pharmaceuticals","N/A","1424-8247","PHARMACOLOGY & PHARMACY - SCIE","5,462","5.863","Q1","1.1","100"%,
"BIOCHEMICAL PHARMACOLOGY","0006-2952","1873-2968","PHARMACOLOGY & PHARMACY - SCIE","33,633","5.858","Q1","1.6","6.51"%,
"Frontiers in Pharmacology","1663-9812","1663-9812","PHARMACOLOGY & PHARMACY - SCIE","34,494","5.81","Q1","1.26","100"%,
"BIODRUGS","1173-8804","1179-190X","PHARMACOLOGY & PHARMACY - SCIE","2,581","5.807","Q1","1.09","40"%,
"JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY","0305-7453","1460-2091","PHARMACOLOGY & PHARMACY - SCIE","38,715","5.79","Q1","1.51","15.68"%,
"PHARMACOPSYCHIATRY","0176-3679","1439-0795","PHARMACOLOGY & PHARMACY - SCIE","2,099","5.788","Q1","0.71","0"%,
"VASCULAR PHARMACOLOGY","1537-1891","1879-3649","PHARMACOLOGY & PHARMACY - SCIE","3,799","5.773","Q1","1.22","9.6"%,
"Cannabis and Cannabinoid Research","2578-5125","2378-8763","PHARMACOLOGY & PHARMACY - SCIE","1,039","5.764","Q1","1.38","25.89"%,
"CNS DRUGS","1172-7047","1179-1934","PHARMACOLOGY & PHARMACY - SCIE","5,948","5.749","Q1","1.23","24.42"%,
"DRUG SAFETY","0114-5916","1179-1942","PHARMACOLOGY & PHARMACY - SCIE","6,817","5.606","Q1","1.24","37.54"%,
"EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS","0939-6411","1873-3441","PHARMACOLOGY & PHARMACY - SCIE","20,326","5.571","Q1","1.63","6.59"%,
"CURRENT OPINION IN PHARMACOLOGY","1471-4892","1471-4973","PHARMACOLOGY & PHARMACY - SCIE","8,048","5.547","Q1","1.85","10.37"%,
"Reviews of Physiology Biochemistry and Pharmacology","0303-4240","N/A","PHARMACOLOGY & PHARMACY - SCIE","865","5.545","Q1","0.64","5.26"%,
"Chinese Medicine","1749-8546","1749-8546","PHARMACOLOGY & PHARMACY - SCIE","1,925","5.455","Q1","1.17","100"%,
"PHYTOMEDICINE","0944-7113","1618-095X","PHARMACOLOGY & PHARMACY - SCIE","15,074","5.34","Q1","1.7","6.28"%,
"INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS","0924-8579","1872-7913","PHARMACOLOGY & PHARMACY - SCIE","20,409","5.283","Q1","1.27","5.82"%,
"NEUROPHARMACOLOGY","0028-3908","1873-7064","PHARMACOLOGY & PHARMACY - SCIE","26,426","5.25","Q1","1.28","8.39"%,
"CNS Neuroscience & Therapeutics","1755-5930","1755-5949","PHARMACOLOGY & PHARMACY - SCIE","5,113","5.243","Q1","1.23","72.75"%,
"CHEMICO-BIOLOGICAL INTERACTIONS","0009-2797","1872-7786","PHARMACOLOGY & PHARMACY - SCIE","16,208","5.192","Q1","1.18","3.4"%,
"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","0066-4804","1098-6596","PHARMACOLOGY & PHARMACY - SCIE","80,241","5.191","Q1","1.4","18.34"%,
